Men in Black II,(2002),PG-13,88 min,$190.42M,Barry Sonnenfeld,Tommy Lee Jones,Will Smith,Rip Torn,Lara Flynn Boyle
Ice Age,(2002),PG,81 min,$176.39M,Chris Wedge,Carlos Saldanha,Denis Leary,John Leguizamo,Ray Romano,Goran Visnjic
Chicago,(2002),PG-13,113 min,$170.68M,Rob Marshall,Renée Zellweger,Catherine Zeta-Jones,Richard Gere,Taye Diggs
Catch Me If You Can,(2002),PG-13,141 min,$164.44M,Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Christopher Walken,Martin Sheen
Die Another Day,(2002),PG-13,133 min,$160.20M,Lee Tamahori,Pierce Brosnan,Halle Berry,Rosamund Pike,Toby Stephens
Scooby-Doo,(2002),PG,86 min,$153.29M,Raja Gosnell,Matthew Lillard,Freddie Prinze Jr.,Sarah Michelle Gellar,Linda Cardellini
Lilo & Stitch,(2002),PG,85 min,$145.77M,Dean DeBlois,Chris Sanders,Daveigh Chase,Chris Sanders,Tia Carrere,David Ogden Stiers
xXx,(2002),PG-13,124 min,$141.20M,Rob Cohen,Vin Diesel,Asia Argento,Marton Csokas,Samuel L. Jackson
The Santa Clause 2,(2002),G,104 min,$139.23M,Michael Lembeck,Tim Allen,Spencer Breslin,Elizabeth Mitchell,Eric Lloyd
Minority Report,(2002),PG-13,145 min,$132.01M,Steven Spielberg,Tom Cruise,Colin Farrell,Samantha Morton,Max von Sydow
The Ring,(2002),PG-13,115 min,$128.58M,Gore Verbinski,Naomi Watts,Martin Henderson,Brian Cox,David Dorfman
Sweet Home Alabama,(2002),PG-13,108 min,$127.21M,Andy Tennant,Reese Witherspoon,Patrick Dempsey,Josh Lucas,Candice Bergen
Mr. Deeds,(2002),PG-13,96 min,$126.20M,Steven Brill,Adam Sandler,Winona Ryder,John Turturro,Allen Covert
The Bourne Identity,(2002),PG-13,119 min,$121.47M,Doug Liman,Franka Potente,Matt Damon,Chris Cooper,Clive Owen
The Sum of All Fears,(2002),PG-13,124 min,$118.47M,Phil Alden Robinson,Ben Affleck,Morgan Freeman,Ian Mongrain,Russell Bobbitt
8 Mile,(2002),R,110 min,$116.72M,Curtis Hanson,Eminem,Brittany Murphy,Kim Basinger,Mekhi Phifer
Road to Perdition,(2002),R,117 min,$104.05M,Sam Mendes,Tom Hanks,Tyler Hoechlin,Rob Maxey,Liam Aiken
Panic Room,(2002),R,112 min,$95.31M,David Fincher,Jodie Foster,Kristen Stewart,Forest Whitaker,Dwight Yoakam
Maid in Manhattan,(2002),PG-13,105 min,$93.82M,Wayne Wang,Jennifer Lopez,Ralph Fiennes,Natasha Richardson,Stanley Tucci
Two Weeks Notice,(2002),PG-13,101 min,$93.31M,Marc Lawrence,Sandra Bullock,Hugh Grant,Alicia Witt,Dana Ivey
Red Dragon,(2002),R,124 min,$92.93M,Brett Ratner,Anthony Hopkins,Edward Norton,Ralph Fiennes,Harvey Keitel
The Scorpion King,(2002),PG-13,92 min,$90.34M,Chuck Russell,Dwayne Johnson,Steven Brand,Michael Clarke Duncan,Kelly Hu
Spy Kids 2: Island of Lost Dreams,(2002),PG,100 min,$85.57M,Robert Rodriguez,Alexa PenaVega,Daryl Sabara,Antonio Banderas,Carla Gugino
Blade II,(2002),R,117 min,$81.65M,Guillermo del Toro,Wesley Snipes,Kris Kristofferson,Ron Perlman,Leonor Varela
Snow Dogs,(2002),PG,99 min,$81.15M,Brian Levant,Cuba Gooding Jr.,James Coburn,Sisqó,Nichelle Nichols
We Were Soldiers,(2002),R,138 min,$78.12M,Randall Wallace,Mel Gibson,Madeleine Stowe,Greg Kinnear,Sam Elliott
Gangs of New York,(2002),R,167 min,$77.68M,Martin Scorsese,Leonardo DiCaprio,Cameron Diaz,Daniel Day-Lewis,Jim Broadbent
The Rookie,(2002),G,127 min,$75.60M,John Lee Hancock,Dennis Quaid,J.D. Evermore,Rachel Griffiths,Jay Hernandez
Barbershop,(2002),PG-13,102 min,$75.07M,Tim Story,Ice Cube,Cedric the Entertainer,Eve,Anthony Anderson
Spirit: Stallion of the Cimarron,(2002),G,83 min,$73.22M,Kelly Asbury,Lorna Cook,Matt Damon,James Cromwell,Daniel Studi,Chopper Bernet
John Q,(2002),PG-13,116 min,$71.03M,Nick Cassavetes,Denzel Washington,Robert Duvall,Gabriela Oltean,Kimberly Elise
Divine Secrets of the Ya-Ya Sisterhood,(2002),PG-13,116 min,$69.59M,Callie Khouri,Sandra Bullock,Ellen Burstyn,Fionnula Flanagan,James Garner
Insomnia,(2002),R,118 min,$67.26M,Christopher Nolan,Al Pacino,Robin Williams,Hilary Swank,Martin Donovan
Changing Lanes,(2002),R,98 min,$66.79M,Roger Michell,Ben Affleck,Samuel L. Jackson,Kim Staunton,Toni Collette
About Schmidt,(2002),R,125 min,$65.01M,Alexander Payne,Jack Nicholson,Hope Davis,Dermot Mulroney,Kathy Bates
Stuart Little 2,(2002),PG,77 min,$64.74M,Rob Minkoff,Michael J. Fox,Geena Davis,Hugh Laurie,Jonathan Lipnicki
The Time Machine,(2002),PG-13,96 min,$56.68M,Simon Wells,Guy Pearce,Yancey Arias,Mark Addy,Phyllida Law
Drumline,(2002),PG-13,118 min,$56.40M,Charles Stone III,Nick Cannon,Zoe Saldana,Orlando Jones,Leonard Roberts
The Count of Monte Cristo,(2002),PG-13,131 min,$54.23M,Kevin Reynolds,Jim Caviezel,Guy Pearce,Richard Harris,James Frain
Unfaithful,(2002),R,124 min,$52.75M,Adrian Lyne,Richard Gere,Diane Lane,Olivier Martinez,Erik Per Sullivan
Like Mike,(2002),PG,99 min,$51.43M,John Schultz,Shad Moss,Jonathan Lipnicki,Morris Chestnut,Brenda Song
The Tuxedo,(2002),PG-13,98 min,$50.19M,Kevin Donovan,Jackie Chan,Jennifer Love Hewitt,Jason Isaacs,Debi Mazar
Return to Never Land,(2002),G,72 min,$48.42M,Robin Budd,Donovan Cook,Blayne Weaver,Harriet Owen,Corey Burton,Jeff Bennett
Finding Nemo,(2003),G,100 min,$380.84M,Andrew Stanton,Lee Unkrich,Albert Brooks,Ellen DeGeneres,Alexander Gould,Willem Dafoe
The Lord of the Rings: The Return of the King,(2003),PG-13,201 min,$377.02M,Peter Jackson,Elijah Wood,Viggo Mortensen,Ian McKellen,Orlando Bloom
Pirates of the Caribbean: The Curse of the Black Pearl,(2003),PG-13,143 min,$305.39M,Gore Verbinski,Johnny Depp,Geoffrey Rush,Orlando Bloom,Keira Knightley
The Matrix Reloaded,(2003),R,138 min,$281.49M,Lana Wachowski,Lilly Wachowski,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving
Bruce Almighty,(2003),PG-13,101 min,$242.59M,Tom Shadyac,Jim Carrey,Jennifer Aniston,Morgan Freeman,Philip Baker Hall
X2,(2003),PG-13,134 min,$214.95M,Bryan Singer,Patrick Stewart,Hugh Jackman,Halle Berry,Ian McKellen
Elf,(2003),PG,97 min,$173.38M,Jon Favreau,Will Ferrell,James Caan,Bob Newhart,Zooey Deschanel
Terminator 3: Rise of the Machines,(2003),R,109 min,$150.35M,Jonathan Mostow,Arnold Schwarzenegger,Nick Stahl,Kristanna Loken,Claire Danes
The Matrix Revolutions,(2003),R,129 min,$139.26M,Lana Wachowski,Lilly Wachowski,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving
Cheaper by the Dozen,(2003),PG,98 min,$138.61M,Shawn Levy,Steve Martin,Bonnie Hunt,Hilary Duff,Piper Perabo
Bad Boys II,(2003),R,147 min,$138.40M,Michael Bay,Will Smith,Martin Lawrence,Gabrielle Union,Jordi Mollà
Anger Management,(2003),PG-13,106 min,$133.76M,Peter Segal,Jack Nicholson,Adam Sandler,Marisa Tomei,Luis Guzmán
Bringing Down the House,(2003),PG-13,105 min,$132.54M,Adam Shankman,Steve Martin,Queen Latifah,Eugene Levy,Joan Plowright
Hulk,(2003),PG-13,138 min,$132.12M,Ang Lee,Eric Bana,Jennifer Connelly,Sam Elliott,Josh Lucas
2 Fast 2 Furious,(2003),PG-13,107 min,$127.08M,John Singleton,Paul Walker,Tyrese Gibson,Cole Hauser,Eva Mendes
Something's Gotta Give,(2003),PG-13,128 min,$124.59M,Nancy Meyers,Jack Nicholson,Diane Keaton,Keanu Reeves,Amanda Peet
Seabiscuit,(2003),PG-13,140 min,$120.15M,Gary Ross,Tobey Maguire,Jeff Bridges,Elizabeth Banks,Chris Cooper
S.W.A.T.,(2003),PG-13,117 min,$116.64M,Clark Johnson,Samuel L. Jackson,Colin Farrell,Michelle Rodriguez,LL Cool J
Spy Kids 3: Game Over,(2003),PG,84 min,$111.76M,Robert Rodriguez,Daryl Sabara,Alexa PenaVega,Antonio Banderas,Carla Gugino
The Last Samurai,(2003),R,154 min,$111.11M,Edward Zwick,Tom Cruise,Ken Watanabe,Billy Connolly,William Atherton
Freaky Friday,(2003),PG,97 min,$110.22M,Mark Waters,Jamie Lee Curtis,Lindsay Lohan,Mark Harmon,Harold Gould
Scary Movie 3,(2003),PG-13,84 min,$110.00M,David Zucker,Anna Faris,Charlie Sheen,Regina Hall,Pamela Anderson
The Italian Job,(2003),PG-13,111 min,$106.13M,F. Gary Gray,Donald Sutherland,Mark Wahlberg,Edward Norton,Charlize Theron
How to Lose a Guy in 10 Days,(2003),PG-13,116 min,$105.81M,Donald Petrie,Kate Hudson,Matthew McConaughey,Adam Goldberg,Kathryn Hahn
American Wedding,(2003),R,96 min,$104.35M,Jesse Dylan,Jason Biggs,Alyson Hannigan,Seann William Scott,Eugene Levy
Daddy Day Care,(2003),PG,92 min,$104.15M,Steve Carr,Eddie Murphy,Jeff Garlin,Anjelica Huston,Steve Zahn
Charlie's Angels: Full Throttle,(2003),PG-13,106 min,$100.69M,McG,Drew Barrymore,Lucy Liu,Cameron Diaz,Bernie Mac
The Cat in the Hat,(2003),PG,82 min,$100.45M,Bo Welch,Mike Myers,Spencer Breslin,Dakota Fanning,Alec Baldwin
Cold Mountain,(2003),R,154 min,$95.63M,Anthony Minghella,Jude Law,Nicole Kidman,Renée Zellweger,Eileen Atkins
Master and Commander: The Far Side of the World,(2003),PG-13,138 min,$93.93M,Peter Weir,Russell Crowe,Paul Bettany,Billy Boyd,James D'Arcy
Mystic River,(2003),R,138 min,$90.14M,Clint Eastwood,Sean Penn,Tim Robbins,Kevin Bacon,Emmy Rossum
"Legally Blonde 2: Red, White & Blonde",(2003),PG-13,95 min,$89.81M,Charles Herman-Wurmfeld,Reese Witherspoon,Sally Field,Bob Newhart,Regina King
Brother Bear,(2003),G,85 min,$85.33M,Aaron Blaise,Robert Walker,Joaquin Phoenix,Jeremy Suarez,Rick Moranis,Jason Raize
Freddy vs. Jason,(2003),R,97 min,$82.16M,Ronny Yu,Robert Englund,Ken Kirzinger,Kelly Rowland,Monica Keena
School of Rock,(2003),PG-13,108 min,$81.26M,Richard Linklater,Jack Black,Mike White,Joan Cusack,Adam Pascal
The Texas Chainsaw Massacre,(2003),R,98 min,$80.15M,Marcus Nispel,Jessica Biel,Jonathan Tucker,Andrew Bryniarski,Erica Leerhsen
The Haunted Mansion,(2003),PG,88 min,$75.82M,Rob Minkoff,Eddie Murphy,Marsha Thomason,Jennifer Tilly,Terence Stamp
Old School,(2003),R,88 min,$74.61M,Todd Phillips,Luke Wilson,Vince Vaughn,Will Ferrell,Jeremy Piven
Kill Bill: Vol. 1,(2003),R,111 min,$70.10M,Quentin Tarantino,Uma Thurman,David Carradine,Daryl Hannah,Michael Madsen
Holes,(2003),PG,117 min,$67.33M,Andrew Davis,Shia LaBeouf,Sigourney Weaver,Jon Voight,Tim Blake Nelson
Kangaroo Jack,(2003),PG,89 min,$66.73M,David McNally,Anthony Anderson,Jerry O'Connell,Estella Warren,Christopher Walken
The League of Extraordinary Gentlemen,(2003),PG-13,110 min,$66.46M,Stephen Norrington,Sean Connery,Stuart Townsend,Peta Wilson,Jason Flemyng
Big Fish,(2003),PG-13,125 min,$66.26M,Tim Burton,Ewan McGregor,Albert Finney,Billy Crudup,Jessica Lange
Lara Croft Tomb Raider: The Cradle of Life,(2003),PG-13,117 min,$65.65M,Jan de Bont,Angelina Jolie,Gerard Butler,Chris Barrie,Ciarán Hinds
Mona Lisa Smile,(2003),PG-13,117 min,$63.70M,Mike Newell,Julia Roberts,Kirsten Dunst,Julia Stiles,Maggie Gyllenhaal
Shanghai Knights,(2003),PG-13,114 min,$60.47M,David Dobkin,Jackie Chan,Owen Wilson,Fann Wong,Aaron Taylor-Johnson
Bad Santa,(2003),R,91 min,$60.06M,Terry Zwigoff,Billy Bob Thornton,Bernie Mac,Lauren Graham,John Ritter
Gothika,(2003),R,98 min,$59.59M,Mathieu Kassovitz,Halle Berry,Penélope Cruz,Robert Downey Jr.,Charles S. Dutton
Love Actually,(2003),R,135 min,$59.37M,Richard Curtis,Hugh Grant,Martine McCutcheon,Liam Neeson,Laura Linney
Open Range,(2003),R,139 min,$58.33M,Kevin Costner,Kevin Costner,Robert Duvall,Diego Luna,Abraham Benrubi
Shrek 2,(2004),PG,93 min,$436.47M,Andrew Adamson,Kelly Asbury,Conrad Vernon,Mike Myers,Eddie Murphy,Cameron Diaz,Julie Andrews
Spider-Man 2,(2004),PG-13,127 min,$373.38M,Sam Raimi,Tobey Maguire,Kirsten Dunst,Alfred Molina,James Franco
The Passion of the Christ,(2004),R,127 min,$370.78M,Mel Gibson,Jim Caviezel,Monica Bellucci,Maia Morgenstern,Christo Jivkov
Meet the Fockers,(2004),PG-13,115 min,$279.17M,Jay Roach,Ben Stiller,Robert De Niro,Blythe Danner,Teri Polo
The Incredibles,(2004),PG,115 min,$261.44M,Brad Bird,Craig T. Nelson,Samuel L. Jackson,Holly Hunter,Jason Lee
Harry Potter and the Prisoner of Azkaban,(2004),PG,142 min,$249.36M,Alfonso Cuarón,Daniel Radcliffe,Emma Watson,Rupert Grint,Richard Griffiths
The Day After Tomorrow,(2004),PG-13,124 min,$186.74M,Roland Emmerich,Dennis Quaid,Jake Gyllenhaal,Emmy Rossum,Dash Mihok
The Bourne Supremacy,(2004),PG-13,108 min,$176.05M,Paul Greengrass,Matt Damon,Franka Potente,Joan Allen,Brian Cox
National Treasure,(2004),PG,131 min,$173.01M,Jon Turteltaub,Nicolas Cage,Diane Kruger,Justin Bartha,Sean Bean
Shark Tale,(2004),PG,90 min,$160.76M,Bibo Bergeron,Vicky Jenson,Rob Letterman,Will Smith,Robert De Niro,Renée Zellweger,Angelina Jolie
"I, Robot",(2004),PG-13,115 min,$144.80M,Alex Proyas,Will Smith,Bridget Moynahan,Bruce Greenwood,Alan Tudyk
Troy,(2004),R,163 min,$133.23M,Wolfgang Petersen,Brad Pitt,Eric Bana,Orlando Bloom,Julian Glover
Ocean's Twelve,(2004),PG-13,125 min,$125.53M,Steven Soderbergh,George Clooney,Brad Pitt,Julia Roberts,Catherine Zeta-Jones
50 First Dates,(2004),PG-13,99 min,$120.78M,Peter Segal,Adam Sandler,Drew Barrymore,Rob Schneider,Sean Astin
Van Helsing,(2004),PG-13,131 min,$120.03M,Stephen Sommers,Hugh Jackman,Kate Beckinsale,Richard Roxburgh,Shuler Hensley
A Series of Unfortunate Events,(2004),PG,108 min,$118.63M,Brad Silberling,Jim Carrey,Jude Law,Meryl Streep,Liam Aiken
Dodgeball: A True Underdog Story,(2004),PG-13,92 min,$114.32M,Rawson Marshall Thurber,Ben Stiller,Christine Taylor,Vince Vaughn,Rip Torn
The Village,(2004),PG-13,108 min,$114.20M,M. Night Shyamalan,Sigourney Weaver,William Hurt,Joaquin Phoenix,Bryce Dallas Howard
The Grudge,(2004),PG-13,91 min,$110.18M,Takashi Shimizu,Sarah Michelle Gellar,Jason Behr,Clea DuVall,William Mapother
The Aviator,(2004),PG-13,170 min,$102.61M,Martin Scorsese,Leonardo DiCaprio,Cate Blanchett,Kate Beckinsale,John C. Reilly
Million Dollar Baby,(2004),PG-13,132 min,$100.42M,Clint Eastwood,Hilary Swank,Clint Eastwood,Morgan Freeman,Jay Baruchel
Collateral,(2004),R,115 min,$100.00M,Michael Mann,Tom Cruise,Jamie Foxx,Jada Pinkett Smith,Mark Ruffalo
The Princess Diaries 2: Royal Engagement,(2004),G,113 min,$95.15M,Garry Marshall,Anne Hathaway,Callum Blue,Julie Andrews,Hector Elizondo
Starsky & Hutch,(2004),PG-13,101 min,$88.20M,Todd Phillips,Ben Stiller,Owen Wilson,Snoop Dogg,Vince Vaughn
Along Came Polly,(2004),PG-13,90 min,$87.86M,John Hamburg,Ben Stiller,Jennifer Aniston,Debra Messing,Philip Seymour Hoffman
Mean Girls,(2004),PG-13,97 min,$86.05M,Mark Waters,Lindsay Lohan,Jonathan Bennett,Rachel McAdams,Tina Fey
The SpongeBob SquarePants Movie,(2004),PG-13,87 min,$85.42M,Stephen Hillenburg,Mark Osborne,Jeffrey Tambor,Rodger Bumpass,Carolyn Lawrence,Clancy Brown
Scooby-Doo 2: Monsters Unleashed,(2004),PG,93 min,$84.19M,Raja Gosnell,Freddie Prinze Jr.,Sarah Michelle Gellar,Matthew Lillard,Linda Cardellini
Anchorman: The Legend of Ron Burgundy,(2004),PG-13,94 min,$84.14M,Adam McKay,Will Ferrell,Christina Applegate,Steve Carell,Paul Rudd
AVP: Alien vs. Predator,(2004),PG-13,101 min,$80.28M,Paul W.S. Anderson,Sanaa Lathan,Lance Henriksen,Raoul Bova,Ewen Bremner
Man on Fire,(2004),R,146 min,$77.86M,Tony Scott,Denzel Washington,Christopher Walken,Dakota Fanning,Radha Mitchell
The Terminal,(2004),PG-13,128 min,$77.03M,Steven Spielberg,Tom Hanks,Catherine Zeta-Jones,Chi McBride,Stanley Tucci
Garfield,(2004),PG,80 min,$75.37M,Peter Hewitt,Breckin Meyer,Jennifer Love Hewitt,Stephen Tobolowsky,Bill Murray
Ray,(I) (2004),PG-13,152 min,$75.31M,Taylor Hackford,Jamie Foxx,Regina King,Kerry Washington,Clifton Powell
Ladder 49,(2004),PG-13,115 min,$74.54M,Jay Russell,Joaquin Phoenix,John Travolta,Jacinda Barrett,Robert Patrick
Christmas with the Kranks,(2004),PG,99 min,$73.70M,Joe Roth,Tim Allen,Jamie Lee Curtis,Dan Aykroyd,M. Emmet Walsh
Sideways,(2004),R,126 min,$71.50M,Alexander Payne,Paul Giamatti,Thomas Haden Church,Virginia Madsen,Sandra Oh
White Chicks,(2004),PG-13,109 min,$69.15M,Keenen Ivory Wayans,Marlon Wayans,Shawn Wayans,Busy Philipps,Maitland Ward
Hidalgo,(2004),PG-13,136 min,$67.29M,Joe Johnston,Viggo Mortensen,Omar Sharif,Zuleikha Robinson,Louise Lombard
The Forgotten,(2004),PG-13,91 min,$66.64M,Joseph Ruben,Julianne Moore,Dominic West,Christopher Kovaleski,Matthew Pleszewicz
Kill Bill: Vol. 2,(2004),R,137 min,$66.21M,Quentin Tarantino,Uma Thurman,David Carradine,Michael Madsen,Daryl Hannah
The Manchurian Candidate,(2004),R,129 min,$65.95M,Jonathan Demme,Denzel Washington,Liev Schreiber,Meryl Streep,Kimberly Elise
Barbershop 2: Back in Business,(2004),PG-13,106 min,$64.96M,Kevin Rodney Sullivan,Ice Cube,Cedric the Entertainer,Eve,Queen Latifah
Miracle,(2004),PG,135 min,$64.37M,Gavin O'Connor,Kurt Russell,Patricia Clarkson,Nathan West,Noah Emmerich
Friday Night Lights,(2004),PG-13,118 min,$61.19M,Peter Berg,Billy Bob Thornton,Jay Hernandez,Derek Luke,Lucas Black
The Stepford Wives,(2004),PG-13,93 min,$59.48M,Frank Oz,Nicole Kidman,Bette Midler,Matthew Broderick,Glenn Close
Hellboy,(2004),PG-13,122 min,$59.04M,Guillermo del Toro,Ron Perlman,Doug Jones,Selma Blair,John Hurt
Dawn of the Dead,(2004),R,101 min,$58.89M,Zack Snyder,Sarah Polley,Ving Rhames,Mekhi Phifer,Jake Weber
Without a Paddle,(2004),PG-13,95 min,$58.16M,Steven Brill,Matthew Lillard,Seth Green,Dax Shepard,Matthew Price
Shall We Dance,(2004),PG-13,106 min,$57.89M,Peter Chelsom,Richard Gere,Jennifer Lopez,Susan Sarandon,Stanley Tucci
Star Wars: Episode III - Revenge of the Sith,(2005),PG-13,140 min,$380.26M,George Lucas,Hayden Christensen,Natalie Portman,Ewan McGregor,Samuel L. Jackson
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",(2005),PG,143 min,$291.71M,Andrew Adamson,Tilda Swinton,Georgie Henley,William Moseley,Skandar Keynes
Harry Potter and the Goblet of Fire,(2005),PG-13,157 min,$289.99M,Mike Newell,Daniel Radcliffe,Emma Watson,Rupert Grint,Eric Sykes
War of the Worlds,(2005),PG-13,116 min,$234.28M,Steven Spielberg,Tom Cruise,Dakota Fanning,Tim Robbins,Miranda Otto
King Kong,(2005),PG-13,187 min,$218.05M,Peter Jackson,Naomi Watts,Jack Black,Adrien Brody,Thomas Kretschmann
Wedding Crashers,(2005),R,119 min,$209.22M,David Dobkin,Owen Wilson,Vince Vaughn,Rachel McAdams,Christopher Walken
Charlie and the Chocolate Factory,(2005),PG,115 min,$206.46M,Tim Burton,Johnny Depp,Freddie Highmore,David Kelly,Helena Bonham Carter
Batman Begins,(2005),PG-13,140 min,$205.34M,Christopher Nolan,Christian Bale,Michael Caine,Ken Watanabe,Liam Neeson
Madagascar,(2005),PG,86 min,$193.14M,Eric Darnell,Tom McGrath,Chris Rock,Ben Stiller,David Schwimmer,Jada Pinkett Smith
Mr. & Mrs. Smith,(2005),PG-13,120 min,$186.34M,Doug Liman,Brad Pitt,Angelina Jolie,Adam Brody,Vince Vaughn
Hitch,(I) (2005),PG-13,118 min,$177.58M,Andy Tennant,Will Smith,Eva Mendes,Kevin James,Amber Valletta
The Longest Yard,(2005),PG-13,113 min,$158.12M,Peter Segal,Adam Sandler,Burt Reynolds,Chris Rock,Nelly
Fantastic Four,(I) (2005),PG-13,106 min,$154.70M,Tim Story,Ioan Gruffudd,Michael Chiklis,Chris Evans,Jessica Alba
Chicken Little,(2005),G,81 min,$135.38M,Mark Dindal,Zach Braff,Joan Cusack,Garry Marshall,Don Knotts
Robots,(2005),PG,91 min,$128.20M,Chris Wedge,Carlos Saldanha,Ewan McGregor,Halle Berry,Mel Brooks,Robin Williams
Walk the Line,(2005),PG-13,136 min,$119.52M,James Mangold,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,Robert Patrick
The Pacifier,(2005),PG,95 min,$113.01M,Adam Shankman,Vin Diesel,Brittany Snow,Max Thieriot,Brad Garrett
Fun with Dick and Jane,(2005),PG-13,90 min,$110.33M,Dean Parisot,Jim Carrey,Téa Leoni,Alec Baldwin,Richard Jenkins
The 40-Year-Old Virgin,(2005),R,116 min,$109.24M,Judd Apatow,Steve Carell,Catherine Keener,Paul Rudd,Romany Malco
Flightplan,(2005),PG-13,98 min,$89.71M,Robert Schwentke,Jodie Foster,Peter Sarsgaard,Sean Bean,Kate Beahan
Saw II,(2005),R,93 min,$87.03M,Darren Lynn Bousman,Donnie Wahlberg,Beverley Mitchell,Franky G,Emmanuelle Vaugier
Brokeback Mountain,(2005),R,134 min,$83.03M,Ang Lee,Jake Gyllenhaal,Heath Ledger,Michelle Williams,Randy Quaid
Monster-in-Law,(2005),PG-13,101 min,$82.93M,Robert Luketic,Jennifer Lopez,Michael Vartan,Jane Fonda,Wanda Sykes
Cheaper by the Dozen 2,(2005),PG,94 min,$82.57M,Adam Shankman,Steve Martin,Bonnie Hunt,Hilary Duff,Eugene Levy
Are We There Yet?,(2005),PG,95 min,$82.30M,Brian Levant,Ice Cube,Nia Long,Aleisha Allen,Philip Bolden
The Dukes of Hazzard,(2005),PG-13,104 min,$80.27M,Jay Chandrasekhar,Seann William Scott,Johnny Knoxville,Jessica Simpson,Alice Greczyn
The Ring Two,(2005),PG-13,110 min,$75.89M,Hideo Nakata,Naomi Watts,David Dorfman,Sissy Spacek,Simon Baker
Constantine,(2005),R,121 min,$75.50M,Francis Lawrence,Keanu Reeves,Rachel Weisz,Djimon Hounsou,Shia LaBeouf
The Exorcism of Emily Rose,(2005),PG-13,119 min,$75.07M,Scott Derrickson,Laura Linney,Tom Wilkinson,Shohreh Aghdashloo,Campbell Scott
Four Brothers,(2005),R,109 min,$74.48M,John Singleton,Mark Wahlberg,Tyrese Gibson,Garrett Hedlund,André Benjamin
Sin City,(2005),R,124 min,$74.10M,Frank Miller,Robert Rodriguez,Quentin Tarantino,Mickey Rourke,Clive Owen,Bruce Willis,Jessica Alba
The Interpreter,(2005),PG-13,128 min,$72.52M,Sydney Pollack,Nicole Kidman,Sean Penn,Catherine Keener,Jesper Christensen
V for Vendetta,(2005),R,132 min,$70.50M,James McTeigue,Hugo Weaving,Natalie Portman,Rupert Graves,Stephen Rea
Sahara,(2005),PG-13,124 min,$68.64M,Breck Eisner,Matthew McConaughey,Penélope Cruz,Steve Zahn,William H. Macy
Guess Who,(2005),PG-13,105 min,$67.96M,Kevin Rodney Sullivan,Ashton Kutcher,Bernie Mac,Zoe Saldana,Judith Scott
Coach Carter,(2005),PG-13,136 min,$67.25M,Thomas Carter,Samuel L. Jackson,Rick Gonzalez,Robert Ri'chard,Rob Brown
Herbie Fully Loaded,(2005),G,101 min,$66.00M,Angela Robinson,Lindsay Lohan,Michael Keaton,Cheryl Hines,Breckin Meyer
The Amityville Horror,(2005),R,90 min,$64.26M,Andrew Douglas,Ryan Reynolds,Melissa George,Jimmy Bennett,Jesse James
Sky High,(2005),PG,100 min,$63.94M,Mike Mitchell,Kurt Russell,Kelly Preston,Michael Angarano,Danielle Panabaker
Jarhead,(2005),R,125 min,$62.65M,Sam Mendes,Jake Gyllenhaal,Jamie Foxx,Lucas Black,Scott MacDonald
Bewitched,(2005),PG-13,102 min,$62.25M,Nora Ephron,Nicole Kidman,Will Ferrell,Shirley MacLaine,Michael Caine
Cinderella Man,(2005),PG-13,144 min,$61.64M,Ron Howard,Russell Crowe,Renée Zellweger,Craig Bierko,Paul Giamatti
Red Eye,(2005),PG-13,85 min,$57.86M,Wes Craven,Rachel McAdams,Cillian Murphy,Brian Cox,Laura Johnson
Memoirs of a Geisha,(2005),PG-13,145 min,$57.01M,Rob Marshall,Ziyi Zhang,Ken Watanabe,Michelle Yeoh,Suzuka Ohgo
The Curse of the Were-Rabbit,(2005),G,85 min,$56.07M,Steve Box,Nick Park,Peter Sallis,Helena Bonham Carter,Ralph Fiennes,Peter Kay
White Noise,(I) (2005),PG-13,101 min,$55.87M,Geoffrey Sax,Michael Keaton,Deborah Kara Unger,Ian McNeice,Chandra West
Be Cool,(2005),PG-13,118 min,$55.81M,F. Gary Gray,John Travolta,Uma Thurman,Dwayne Johnson,Vince Vaughn
"Yours, Mine & Ours",(2005),PG,88 min,$53.36M,Raja Gosnell,Dennis Quaid,Rene Russo,Jerry O'Connell,Sean Faris
Corpse Bride,(2005),PG,77 min,$53.34M,Tim Burton,Mike Johnson,Johnny Depp,Helena Bonham Carter,Emily Watson,Tracey Ullman
Kicking & Screaming,(2005),PG,95 min,$52.58M,Jesse Dylan,Will Ferrell,Robert Duvall,Josh Hutcherson,Mike Ditka
Pirates of the Caribbean: Dead Man's Chest,(2006),PG-13,151 min,$423.03M,Gore Verbinski,Johnny Depp,Orlando Bloom,Keira Knightley,Jack Davenport
Night at the Museum,(2006),PG,108 min,$250.86M,Shawn Levy,Ben Stiller,Carla Gugino,Ricky Gervais,Dick Van Dyke
Cars,(2006),G,117 min,$244.05M,John Lasseter,Joe Ranft,Owen Wilson,Bonnie Hunt,Paul Newman,Larry the Cable Guy
X-Men: The Last Stand,(2006),PG-13,104 min,$234.36M,Brett Ratner,Patrick Stewart,Hugh Jackman,Halle Berry,Famke Janssen
